Participant_Name_PrimaryOrganization,Participant_Name_SubordinateOrganization,Participant_ID,Org_Level,Type,Sub_Type,City,ZIP_Code,Delaying_Exchange_until_2026,Request_for_Information,Information_Delivery,Requests_for_Notifications_of_ADT_Events,Own_Technology_URL,Own_Technology_Email,Own_Technology_Phone,Date_DSA_Terminated,Date_Operations_Ceased
Riverside Heights Healthcare Center,none identified,DXF002449,Primary,Subacute Care Facility,Skilled nursing facility,Riverside,92509,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Riverside Heights Healthcare Center,Arrowhead Healthcare Center,DXF002451,Sub,Subacute Care Facility,Skilled nursing facility,San Bernardino,92407,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Riverside Medical Clinic,none identified,DXF000768,Primary,Ambulatory Care Settings,Medical group,Riverside,92506,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Riverside Medical Clinic Patient Services,none identified,DXF001169,Primary,Ambulatory Care Settings,Medical group,Riverside,92506,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Riverside Medical Clinic Patient Services_UHS,none identified,DXF000137,Primary,Ambulatory Care Settings,not selected,Riverside,92506,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Riverside Medical Clinic Patient Services_UHS,"Riverside Medical Clinic, Inc.",DXF000138,Sub,Ambulatory Care Settings,not selected,Riverside,92506,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Riverside Medical Clinic Patient Services_UHS,Riverside Medical Clinic,DXF005387,Sub,Ambulatory Care Settings,Medical group,Riverside,92506,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Riverside Village Healthcare Center,none identified,DXF005059,Primary,Subacute Care Facility,Skilled nursing facility,Riverside,92518,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Riviera ENT,none identified,DXF000992,Primary,Ambulatory Care Settings,Physician practice,Santa Barbara,93101,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Robert A. Kolarczyk MD,none identified,DXF000275,Primary,not selected,not selected,Santa Barbara,93101,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Robert H. Brofman, M. D., APC",none identified,DXF000683,Primary,Ambulatory Care Settings,Physician practice,Pasadena,91101,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
ROBERT HARTMAN,none identified,DXF000401,Primary,not selected,not selected,Los Angeles,91316,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Robert Houghton MD Inc,none identified,DXF002243,Primary,Ambulatory Care Settings,Physician practice,San Diego,92101,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Robert Kayland MD,none identified,DXF001141,Primary,Ambulatory Care Settings,Physician practice,Tarzana,91356-3502___,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Robert R Anderson MD Inc,none identified,DXF001554,Primary,Ambulatory Care Settings,Physician practice,Greenbrae,94904,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Roberto C. Tongson,none identified,DXF000932,Primary,Ambulatory Care Settings,Physician practice,King City,93930,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Robotic Urology of Santa Barbara,none identified,DXF001286,Primary,Ambulatory Care Settings,Physician practice,Santa Barbara,93111,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Rocklin Family Practice and Sports Medicine,none identified,DXF000498,Primary,Ambulatory Care Settings,Physician practice,Rocklin,95677,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Rogelio Drenning-Manrriquez Inc,none identified,DXF003776,Primary,Ambulatory Care Settings,Medical group,Coachella,92236,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Rogelio Drenning-Manrriquez Inc,Rogelio Drenning-Manrriquez Inc,DXF004222,Sub,Ambulatory Care Settings,Medical group,Cathedral City,92234,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Rogelio Drenning-Manrriquez Inc,Rogelio Drenning-Manrriquez Inc,DXF004223,Sub,Ambulatory Care Settings,Medical group,DESERT HOT SPRINGS,92240,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Rogelio Drenning-Manrriquez Inc,Rogelio Drenning-Manrriquez Inc,DXF004224,Sub,Ambulatory Care Settings,Medical group,Riverside,92507,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Rogers Behavioral Health California, Inc.",none identified,DXF002447,Primary,Ambulatory Care Settings,Physician practice,Oconomowoc,53066,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
ROLAND REINHART MD APC,none identified,DXF000663,Primary,Ambulatory Care Settings,Physician practice,Palm Desert,92260,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Romeo Samouh MD Inc.,none identified,DXF000820,Primary,Ambulatory Care Settings,Physician practice,Upland,91786,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Romesh K Japra MD A Medical Corporation,none identified,DXF001151,Primary,Ambulatory Care Settings,Medical group,Fremont,94538-2268,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Ronald Bush MD INC,none identified,DXF004433,Primary,Ambulatory Care Settings,Physician practice,Palm Desert,92260,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"ROOPA RAO, M.D. INC.",none identified,DXF000930,Primary,Ambulatory Care Settings,Physician practice,SIMI VALLEY,93065,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Roots Food Group,none identified,DXF004011,Primary,Community-Based Organizations,Other community-based service provider,Dallas,75207,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"ROSALIE A. DE GUZMAN, M.D., INC.",none identified,DXF002109,Primary,Ambulatory Care Settings,Physician practice,Corona,92882,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Rose Avenue Family Medical Group,none identified,DXF001467,Primary,Ambulatory Care Settings,Physician practice,Oxnard,93036,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Rose Women's Health,none identified,DXF002281,Primary,Ambulatory Care Settings,Physician practice,Arcadia,91007,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Rosecrans Care Center,none identified,DXF005160,Primary,Subacute Care Facility,Skilled nursing facility,Gardena,90247,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Rosemarie Tweed, D.O. APC",none identified,DXF001053,Primary,Ambulatory Care Settings,Physician practice,MORENO VALLEY,92553,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Roses Agency Home Care,none identified,DXF004383,Primary,Ancillary Care,Other ancillary care provider,Los Angeles,90036,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Roseville Family Healthcare,none identified,DXF004236,Primary,Ambulatory Care Settings,Physician practice,Roseville,95661,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Rowland Convalescent Hospital,none identified,DXF005285,Primary,Subacute Care Facility,Skilled nursing facility,Covina,91723,Yes,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Rowntree Gardens,none identified,DXF001120,Primary,Subacute Care Facility,Skilled nursing facility,Stanton,90680,No,SELF,OTHER,SELF,NA,katiep@rowntreegardens.org,17149716614,NA,NA
"Roy Medical Group, Inc.",none identified,DXF000199,Primary,Ambulatory Care Settings,not selected,Woodland Hills,91367,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Ruben Ruiz, M.D., A Medical Corporation",none identified,DXF003376,Primary,Ambulatory Care Settings,Physician practice,Ontario,91762-3207,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
RUHS ECM Team,none identified,DXF001926,Primary,Ambulatory Care Settings,Other ambulatory care settings,Banning CA 9+2220,92220,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
RUHS ECM Team,RUHS ECM Team,DXF001928,Sub,Ambulatory Care Settings,Other ambulatory care settings,Banning CA 9+2220,92220,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Rupinder Mann MD Inc,none identified,DXF004294,Primary,Ambulatory Care Settings,Physician practice,Palm Desert,92261,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Ryan Ranch Medical Group,none identified,DXF004668,Primary,Ambulatory Care Settings,Physician practice,Monterey,93940,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
s j kal inc,none identified,DXF000324,Primary,Ambulatory Care Settings,not selected,Northridge,91325,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
S&A Podiatry Clinic,none identified,DXF000379,Primary,Ambulatory Care Settings,not selected,Stockton,95203,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"S.F Valley Congregate Living, Inc",none identified,DXF004610,Primary,Subacute Care Facility,Skilled nursing facility,reseda,91335,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
S.M.HAMMAD RIZVI MD INC dba San Antonio Family Medicine group,none identified,DXF001202,Primary,Ambulatory Care Settings,Physician practice,Upland,91786,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Sacramento Colon & Rectal Surgery Medical Group,none identified,DXF000491,Primary,Community-Based Organizations,Other community-based service provider,Sacramento,95816,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Sacramento County Behavioral Health Department,none identified,DXF002418,Primary,Counties,"Behavioral health plan (SMH plans, Medi-Cal RX and DMC-ODS entities)",Sacramento,95823,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Sacramento Ear, Nose and Throat Inc",none identified,DXF001177,Primary,Ambulatory Care Settings,Physician practice,Sacramento,95815,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Sacramento Native American Health Center - Sacramento, CA",none identified,DXF003214,Primary,Ambulatory Care Settings,Federally Qualified Health Center (FQHC),Sacramento,95811,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Sacramento Native American Health Center, Inc",none identified,DXF001748,Primary,Community-Based Organizations,Other community-based service provider,Sacramento,95811,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
SacValley MedShare,none identified,DXF000015,Primary,Intermediaries,Health Information Exchange Intermediary Organization (HIO),Chico,95928,No,eHealth Exchange,SELF,SELF,NA,NA,NA,NA,NA
"Saina Health, Inc.",none identified,DXF003774,Primary,Intermediaries,Health Information Exchange Intermediary Organization (HIO),Menlo PArk,94025,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Saint Agnes Medical Center,none identified,DXF000474,Primary,Acute Care Settings,General acute care hospital,Fresno,93720,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Saint John's Program for Real Change,none identified,DXF003371,Primary,Community-Based Organizations,Continuum of Care organization (CoC),Sacramento,95825,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Salida Del Sol CBAS, LLC",none identified,DXF003710,Primary,Ancillary Care,Other ancillary care provider,Long Beach,90805,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Salinas Valley Emergency Medical Group, INC",none identified,DXF001483,Primary,Ambulatory Care Settings,Physician practice,Salinas,93902-2420,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Salinas Valley Memorial Healthcare System,none identified,DXF000423,Primary,Acute Care Settings,General acute care hospital,Salinas,93901,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"SALINAS VALLEY PLASTIC SURGERY ASSOCIATES, A MEDICAL CORPORATION",none identified,DXF000244,Primary,Ambulatory Care Settings,Physician practice,Salinas,93902-0417,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"SALTZMAN, TANIS, PITTELL, LEVIN & JACOBSON, LLC (d/b/a PEDIATRIC ASSOCIATES)",none identified,DXF004058,Primary,Ambulatory Care Settings,Physician practice,Plantation,33324,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"SALTZMAN, TANIS, PITTELL, LEVIN & JACOBSON, LLC (d/b/a PEDIATRIC ASSOCIATES)","Coastal Kids, A Professional Medical Corporation",DXF004062,Sub,Ambulatory Care Settings,Physician practice,Laguna Hills,92653-0101,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"SALTZMAN, TANIS, PITTELL, LEVIN & JACOBSON, LLC (d/b/a PEDIATRIC ASSOCIATES)",Pediatric Medical Associates of Sacramento Inc.,DXF004065,Sub,Ambulatory Care Settings,Physician practice,Sacramento,95825,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"SALTZMAN, TANIS, PITTELL, LEVIN & JACOBSON, LLC (d/b/a PEDIATRIC ASSOCIATES)",Valle Verde Pediatrics,DXF004066,Sub,Ambulatory Care Settings,Physician practice,Poway,92064,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Salud Para La Gente,none identified,DXF002405,Primary,Ambulatory Care Settings,Federally Qualified Health Center (FQHC),Watsonville,95076,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Salus Home Health and Hospice, Inc",none identified,DXF004436,Primary,Ambulatory Care Settings,Other ambulatory care settings,Irvine,92620,No,Manifest MedEx,Manifest MedEx,Manifest MedEx,NA,NA,NA,NA,NA
"Sam Kim Physician Services, Inc.",none identified,DXF004100,Primary,Ambulatory Care Settings,Physician practice,Beverly Hills,90211,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Samara P Cardenas MD a PC,none identified,DXF001744,Primary,Ambulatory Care Settings,Physician practice,Anaheim,92801,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Sameh Shenouda MD INC ( DBA: Emmanuel Medical Clinic),none identified,DXF004851,Primary,Ambulatory Care Settings,Medical group,Panorama City,91402,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Samia Botros MD,none identified,DXF001716,Primary,Ambulatory Care Settings,Physician practice,Los Gatos,95032,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"samir n vora, md",none identified,DXF004661,Primary,Ambulatory Care Settings,Physician practice,Fremont,94538-1730,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Sampath Ramakrishnan MD Inc,none identified,DXF002171,Primary,Ambulatory Care Settings,Physician practice,Pleasanton,94588,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Samuel A Bolivar MD,none identified,DXF001614,Primary,Ambulatory Care Settings,Physician practice,Riverside,92503,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Samuel D Van Kirk MD, Inc",none identified,DXF000500,Primary,Ambulatory Care Settings,Physician practice,Redding,96001,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Samuel I. Fink, M.D., Inc.",none identified,DXF000994,Primary,Ambulatory Care Settings,Physician practice,Tarzana,91356,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
San Antonio Regional Hospital,none identified,DXF001827,Primary,Acute Care Settings,General acute care hospital,Upland,91786,No,Manifest MedEx,Manifest MedEx,Manifest MedEx,NA,NA,NA,NA,NA
San Benito County,none identified,DXF000478,Primary,Counties,"Behavioral health plan (SMH plans, Medi-Cal RX and DMC-ODS entities)",Hollister,95023,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
San Bernardino County on behalf of Arrowhead Regional Medical Center,none identified,DXF004931,Primary,Acute Care Settings,General acute care hospital,Colton,92324-1819,No,Manifest MedEx,Manifest MedEx,Manifest MedEx,NA,NA,NA,NA,NA
"San Bruno Pediatrics, Inc.",none identified,DXF000676,Primary,Ambulatory Care Settings,Physician practice,San Bruno,94066,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
San Diego American Indian Health Center,none identified,DXF001019,Primary,Community-Based Organizations,Other community-based service provider,San Diego,92103,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
San Diego Associates In Family Medicine,none identified,DXF001503,Primary,Emergency Medical Service Providers,not selected,San Diego,92117,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"San Diego Cardiac Center Medical Group, Inc.",none identified,DXF001334,Primary,Ambulatory Care Settings,Medical group,San Diego,92123-4203,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
San Diego Diagnostic Radiology Medial Group,none identified,DXF002351,Primary,Ancillary Care,Imaging/radiology center,San Diego,92123,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
San Diego Diagnostic Radiology Medial Group,San Diego Imaging Oceanside,DXF002352,Sub,Ancillary Care,Imaging/radiology center,Oceanside,92056,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
San Diego Diagnostic Radiology Medial Group,San Diego Imaging Kearny Mesa,DXF002353,Sub,Ancillary Care,Imaging/radiology center,San Diego,92123,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
San Diego Diagnostic Radiology Medial Group,San Diego Imaging Chula Vista,DXF002354,Sub,Ancillary Care,Imaging/radiology center,Chula Vista,91911,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
San Diego Diagnostic Radiology Medial Group,San Diego Imaging Escondido,DXF002355,Sub,Ancillary Care,Imaging/radiology center,Escondido,92029-4110,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
San Diego Digestive Disease Consultants,none identified,DXF001350,Primary,Ambulatory Care Settings,Physician practice,San Diego,92123,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
SAN DIEGO FAMILY CARE,none identified,DXF000848,Primary,Community-Based Organizations,Other community-based service provider,San Diego,92111-6342,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
San Diego Family Dermatology,none identified,DXF001313,Primary,Ambulatory Care Settings,Physician practice,National City,91950,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
SAN DIEGO GENERAL AND VASCULAR SURGEONS MED GROUP,none identified,DXF001375,Primary,Ancillary Care,not selected,San Diego,92123,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
San Diego Hand Specialists,none identified,DXF000591,Primary,Ambulatory Care Settings,Physician practice,San Diego,92123,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
San Diego Health Connect,none identified,DXF002272,Primary,Intermediaries,Health Information Exchange Intermediary Organization (HIO),San Diego,92130,No,SELF,SELF,SELF,https://www.sdhealthconnect.org/,support@sdhealthconnect.org,858.379.6690,NA,NA
San Diego Healthcare Quality Collaborative DBA San Diego Wellness Collaborative,none identified,DXF004248,Primary,Community-Based Organizations,Other community-based service provider,Encinitas,92024,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
San Diego Home Caregivers,none identified,DXF004347,Primary,Ancillary Care,Other ancillary care provider,San Diego,92108,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"San Diego Physicians Clinic, Inc",none identified,DXF001381,Primary,Ambulatory Care Settings,Physician practice,San Diego,92126,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"San Diego Physicians Medical Group, Inc.",none identified,DXF001136,Primary,Ambulatory Care Settings,Independent practice associations,San Diego,92121,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
San Diego Podiatry Group,none identified,DXF001288,Primary,Ambulatory Care Settings,Physician practice,San Diego,92108,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
San Fernando Community Hospital,none identified,DXF000868,Primary,Ambulatory Care Settings,Federally Qualified Health Center (FQHC),San Fernando,91340,Yes,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"San Fernando Mission Medical Group, Inc.",none identified,DXF004530,Primary,Ambulatory Care Settings,Physician practice,Panorama,91402,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
San Fernando Valley Community Mental Health Center,none identified,DXF001875,Primary,Community-Based Organizations,Other community-based service provider,Van Nuys,91406,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
